"","date","TOL","maakunta","yrityksiä","työntekijöitä"
"41869",NA,"Kauppa","KOKO MAA","29",85
"41870",NA,NA,"MA1 MANNER-SUOMI","28",84
"41871",NA,NA,"MK01 Uusimaa","9",32
"41872",NA,NA,"MK02 Varsinais-Suomi","0",0
"41873",NA,NA,"MK04 Satakunta","0",0
"41874",NA,NA,"MK05 Kanta-Häme","0",0
"41875",NA,NA,"MK06 Pirkanmaa","1",9
"41876",NA,NA,"MK07 Päijät-Häme","2",5
"41877",NA,NA,"MK08 Kymenlaakso","1",3
"41878",NA,NA,"MK09 Etelä-Karjala","0",0
"41879",NA,NA,"MK10 Etelä-Savo","0",0
"41880",NA,NA,"MK11 Pohjois-Savo","0",0
"41881",NA,NA,"MK12 Pohjois-Karjala","3",8
"41882",NA,NA,"MK13 Keski-Suomi","5",17
"41883",NA,NA,"MK14 Etelä-Pohjanmaa","2",2
"41884",NA,NA,"MK15 Pohjanmaa","1",1
"41885",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"41886",NA,NA,"MK17 Pohjois-Pohjanmaa","3",6
"41887",NA,NA,"MK18 Kainuu","0",0
"41888",NA,NA,"MK19 Lappi","1",1
"41889",NA,NA,"MA2 AHVENANMAA","1",1
"41890",NA,NA,"MK21 Ahvenanmaa","1",1
"41891",NA,"Kuljetus ja varastointi","KOKO MAA","8",46
"41892",NA,NA,"MA1 MANNER-SUOMI","8",46
"41893",NA,NA,"MK01 Uusimaa","2",5
"41894",NA,NA,"MK02 Varsinais-Suomi","0",0
"41895",NA,NA,"MK04 Satakunta","0",0
"41896",NA,NA,"MK05 Kanta-Häme","0",0
"41897",NA,NA,"MK06 Pirkanmaa","1",4
"41898",NA,NA,"MK07 Päijät-Häme","0",0
"41899",NA,NA,"MK08 Kymenlaakso","0",0
"41900",NA,NA,"MK09 Etelä-Karjala","0",0
"41901",NA,NA,"MK10 Etelä-Savo","0",0
"41902",NA,NA,"MK11 Pohjois-Savo","1",1
"41903",NA,NA,"MK12 Pohjois-Karjala","1",16
"41904",NA,NA,"MK13 Keski-Suomi","0",0
"41905",NA,NA,"MK14 Etelä-Pohjanmaa","2",19
"41906",NA,NA,"MK15 Pohjanmaa","0",0
"41907",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"41908",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"41909",NA,NA,"MK18 Kainuu","0",0
"41910",NA,NA,"MK19 Lappi","1",1
"41911",NA,NA,"MA2 AHVENANMAA","0",0
"41912",NA,NA,"MK21 Ahvenanmaa","0",0
"41913",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","15",59
"41914",NA,NA,"MA1 MANNER-SUOMI","15",59
"41915",NA,NA,"MK01 Uusimaa","6",39
"41916",NA,NA,"MK02 Varsinais-Suomi","0",0
"41917",NA,NA,"MK04 Satakunta","2",13
"41918",NA,NA,"MK05 Kanta-Häme","0",0
"41919",NA,NA,"MK06 Pirkanmaa","0",0
"41920",NA,NA,"MK07 Päijät-Häme","0",0
"41921",NA,NA,"MK08 Kymenlaakso","1",1
"41922",NA,NA,"MK09 Etelä-Karjala","1",1
"41923",NA,NA,"MK10 Etelä-Savo","0",0
"41924",NA,NA,"MK11 Pohjois-Savo","0",0
"41925",NA,NA,"MK12 Pohjois-Karjala","1",1
"41926",NA,NA,"MK13 Keski-Suomi","0",0
"41927",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"41928",NA,NA,"MK15 Pohjanmaa","0",0
"41929",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"41930",NA,NA,"MK17 Pohjois-Pohjanmaa","3",3
"41931",NA,NA,"MK18 Kainuu","0",0
"41932",NA,NA,"MK19 Lappi","1",1
"41933",NA,NA,"MA2 AHVENANMAA","0",0
"41934",NA,NA,"MK21 Ahvenanmaa","0",0
"41935",NA,"Muut palvelut","KOKO MAA","40",145
"41936",NA,NA,"MA1 MANNER-SUOMI","40",145
"41937",NA,NA,"MK01 Uusimaa","20",87
"41938",NA,NA,"MK02 Varsinais-Suomi","2",2
"41939",NA,NA,"MK04 Satakunta","0",0
"41940",NA,NA,"MK05 Kanta-Häme","0",0
"41941",NA,NA,"MK06 Pirkanmaa","3",8
"41942",NA,NA,"MK07 Päijät-Häme","1",12
"41943",NA,NA,"MK08 Kymenlaakso","0",0
"41944",NA,NA,"MK09 Etelä-Karjala","0",0
"41945",NA,NA,"MK10 Etelä-Savo","1",1
"41946",NA,NA,"MK11 Pohjois-Savo","1",2
"41947",NA,NA,"MK12 Pohjois-Karjala","1",4
"41948",NA,NA,"MK13 Keski-Suomi","2",2
"41949",NA,NA,"MK14 Etelä-Pohjanmaa","3",18
"41950",NA,NA,"MK15 Pohjanmaa","1",1
"41951",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"41952",NA,NA,"MK17 Pohjois-Pohjanmaa","4",5
"41953",NA,NA,"MK18 Kainuu","1",3
"41954",NA,NA,"MK19 Lappi","0",0
"41955",NA,NA,"MA2 AHVENANMAA","0",0
"41956",NA,NA,"MK21 Ahvenanmaa","0",0
"41957",NA,"Tuntematon","KOKO MAA","2",2
"41958",NA,NA,"MA1 MANNER-SUOMI","2",2
"41959",NA,NA,"MK01 Uusimaa","1",1
"41960",NA,NA,"MK02 Varsinais-Suomi","0",0
"41961",NA,NA,"MK04 Satakunta","0",0
"41962",NA,NA,"MK05 Kanta-Häme","0",0
"41963",NA,NA,"MK06 Pirkanmaa","0",0
"41964",NA,NA,"MK07 Päijät-Häme","0",0
"41965",NA,NA,"MK08 Kymenlaakso","0",0
"41966",NA,NA,"MK09 Etelä-Karjala","0",0
"41967",NA,NA,"MK10 Etelä-Savo","1",1
"41968",NA,NA,"MK11 Pohjois-Savo","0",0
"41969",NA,NA,"MK12 Pohjois-Karjala","0",0
"41970",NA,NA,"MK13 Keski-Suomi","0",0
"41971",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"41972",NA,NA,"MK15 Pohjanmaa","0",0
"41973",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"41974",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"41975",NA,NA,"MK18 Kainuu","0",0
"41976",NA,NA,"MK19 Lappi","0",0
"41977",NA,NA,"MA2 AHVENANMAA","0",0
"41978",NA,NA,"MK21 Ahvenanmaa","0",0
"41979","2020M09","Yhteensä","KOKO MAA","150",692
"41980",NA,NA,"MA1 MANNER-SUOMI","150",692
"41981",NA,NA,"MK01 Uusimaa","51",251
"41982",NA,NA,"MK02 Varsinais-Suomi","21",104
"41983",NA,NA,"MK04 Satakunta","5",5
"41984",NA,NA,"MK05 Kanta-Häme","1",32
"41985",NA,NA,"MK06 Pirkanmaa","10",83
"41986",NA,NA,"MK07 Päijät-Häme","6",16
"41987",NA,NA,"MK08 Kymenlaakso","7",23
"41988",NA,NA,"MK09 Etelä-Karjala","0",0
"41989",NA,NA,"MK10 Etelä-Savo","3",9
"41990",NA,NA,"MK11 Pohjois-Savo","8",30
"41991",NA,NA,"MK12 Pohjois-Karjala","1",1
"41992",NA,NA,"MK13 Keski-Suomi","7",10
"41993",NA,NA,"MK14 Etelä-Pohjanmaa","4",4
"41994",NA,NA,"MK15 Pohjanmaa","5",11
"41995",NA,NA,"MK16 Keski-Pohjanmaa","2",8
"41996",NA,NA,"MK17 Pohjois-Pohjanmaa","13",95
"41997",NA,NA,"MK18 Kainuu","3",3
"41998",NA,NA,"MK19 Lappi","3",7
"41999",NA,NA,"MA2 AHVENANMAA","0",0
"42000",NA,NA,"MK21 Ahvenanmaa","0",0
"42001",NA,"Maa-, metsä ja kalatalous","KOKO MAA","5",20
"42002",NA,NA,"MA1 MANNER-SUOMI","5",20
"42003",NA,NA,"MK01 Uusimaa","0",0
"42004",NA,NA,"MK02 Varsinais-Suomi","0",0
"42005",NA,NA,"MK04 Satakunta","0",0
"42006",NA,NA,"MK05 Kanta-Häme","0",0
"42007",NA,NA,"MK06 Pirkanmaa","0",0
"42008",NA,NA,"MK07 Päijät-Häme","0",0
"42009",NA,NA,"MK08 Kymenlaakso","2",17
"42010",NA,NA,"MK09 Etelä-Karjala","0",0
"42011",NA,NA,"MK10 Etelä-Savo","0",0
"42012",NA,NA,"MK11 Pohjois-Savo","1",1
"42013",NA,NA,"MK12 Pohjois-Karjala","0",0
"42014",NA,NA,"MK13 Keski-Suomi","0",0
"42015",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42016",NA,NA,"MK15 Pohjanmaa","0",0
"42017",NA,NA,"MK16 Keski-Pohjanmaa","1",1
"42018",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42019",NA,NA,"MK18 Kainuu","1",1
"42020",NA,NA,"MK19 Lappi","0",0
"42021",NA,NA,"MA2 AHVENANMAA","0",0
"42022",NA,NA,"MK21 Ahvenanmaa","0",0
"42023",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","12",103
"42024",NA,NA,"MA1 MANNER-SUOMI","12",103
"42025",NA,NA,"MK01 Uusimaa","3",19
"42026",NA,NA,"MK02 Varsinais-Suomi","1",1
"42027",NA,NA,"MK04 Satakunta","0",0
"42028",NA,NA,"MK05 Kanta-Häme","0",0
"42029",NA,NA,"MK06 Pirkanmaa","0",0
"42030",NA,NA,"MK07 Päijät-Häme","0",0
"42031",NA,NA,"MK08 Kymenlaakso","0",0
"42032",NA,NA,"MK09 Etelä-Karjala","0",0
"42033",NA,NA,"MK10 Etelä-Savo","2",8
"42034",NA,NA,"MK11 Pohjois-Savo","1",12
"42035",NA,NA,"MK12 Pohjois-Karjala","0",0
"42036",NA,NA,"MK13 Keski-Suomi","0",0
"42037",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"42038",NA,NA,"MK15 Pohjanmaa","0",0
"42039",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42040",NA,NA,"MK17 Pohjois-Pohjanmaa","3",61
"42041",NA,NA,"MK18 Kainuu","0",0
"42042",NA,NA,"MK19 Lappi","1",1
"42043",NA,NA,"MA2 AHVENANMAA","0",0
"42044",NA,NA,"MK21 Ahvenanmaa","0",0
"42045",NA,"Rakennustoiminta","KOKO MAA","28",134
"42046",NA,NA,"MA1 MANNER-SUOMI","28",134
"42047",NA,NA,"MK01 Uusimaa","7",39
"42048",NA,NA,"MK02 Varsinais-Suomi","7",16
"42049",NA,NA,"MK04 Satakunta","1",1
"42050",NA,NA,"MK05 Kanta-Häme","1",32
"42051",NA,NA,"MK06 Pirkanmaa","1",15
"42052",NA,NA,"MK07 Päijät-Häme","1",1
"42053",NA,NA,"MK08 Kymenlaakso","0",0
"42054",NA,NA,"MK09 Etelä-Karjala","0",0
"42055",NA,NA,"MK10 Etelä-Savo","0",0
"42056",NA,NA,"MK11 Pohjois-Savo","2",9
"42057",NA,NA,"MK12 Pohjois-Karjala","1",1
"42058",NA,NA,"MK13 Keski-Suomi","2",3
"42059",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"42060",NA,NA,"MK15 Pohjanmaa","1",1
"42061",NA,NA,"MK16 Keski-Pohjanmaa","1",7
"42062",NA,NA,"MK17 Pohjois-Pohjanmaa","2",8
"42063",NA,NA,"MK18 Kainuu","0",0
"42064",NA,NA,"MK19 Lappi","0",0
"42065",NA,NA,"MA2 AHVENANMAA","0",0
"42066",NA,NA,"MK21 Ahvenanmaa","0",0
"42067",NA,"Kauppa","KOKO MAA","23",49
"42068",NA,NA,"MA1 MANNER-SUOMI","23",49
"42069",NA,NA,"MK01 Uusimaa","6",11
"42070",NA,NA,"MK02 Varsinais-Suomi","2",9
"42071",NA,NA,"MK04 Satakunta","1",1
"42072",NA,NA,"MK05 Kanta-Häme","0",0
"42073",NA,NA,"MK06 Pirkanmaa","0",0
"42074",NA,NA,"MK07 Päijät-Häme","3",9
"42075",NA,NA,"MK08 Kymenlaakso","2",3
"42076",NA,NA,"MK09 Etelä-Karjala","0",0
"42077",NA,NA,"MK10 Etelä-Savo","0",0
"42078",NA,NA,"MK11 Pohjois-Savo","1",1
"42079",NA,NA,"MK12 Pohjois-Karjala","0",0
"42080",NA,NA,"MK13 Keski-Suomi","1",1
"42081",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"42082",NA,NA,"MK15 Pohjanmaa","0",0
"42083",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42084",NA,NA,"MK17 Pohjois-Pohjanmaa","5",12
"42085",NA,NA,"MK18 Kainuu","1",1
"42086",NA,NA,"MK19 Lappi","0",0
"42087",NA,NA,"MA2 AHVENANMAA","0",0
"42088",NA,NA,"MK21 Ahvenanmaa","0",0
"42089",NA,"Kuljetus ja varastointi","KOKO MAA","8",46
"42090",NA,NA,"MA1 MANNER-SUOMI","8",46
"42091",NA,NA,"MK01 Uusimaa","3",11
"42092",NA,NA,"MK02 Varsinais-Suomi","1",1
"42093",NA,NA,"MK04 Satakunta","0",0
"42094",NA,NA,"MK05 Kanta-Häme","0",0
"42095",NA,NA,"MK06 Pirkanmaa","1",14
"42096",NA,NA,"MK07 Päijät-Häme","0",0
"42097",NA,NA,"MK08 Kymenlaakso","0",0
"42098",NA,NA,"MK09 Etelä-Karjala","0",0
"42099",NA,NA,"MK10 Etelä-Savo","0",0
"42100",NA,NA,"MK11 Pohjois-Savo","0",0
"42101",NA,NA,"MK12 Pohjois-Karjala","0",0
"42102",NA,NA,"MK13 Keski-Suomi","0",0
"42103",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42104",NA,NA,"MK15 Pohjanmaa","2",8
"42105",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42106",NA,NA,"MK17 Pohjois-Pohjanmaa","1",12
"42107",NA,NA,"MK18 Kainuu","0",0
"42108",NA,NA,"MK19 Lappi","0",0
"42109",NA,NA,"MA2 AHVENANMAA","0",0
"42110",NA,NA,"MK21 Ahvenanmaa","0",0
"42111",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","15",137
"42112",NA,NA,"MA1 MANNER-SUOMI","15",137
"42113",NA,NA,"MK01 Uusimaa","4",31
"42114",NA,NA,"MK02 Varsinais-Suomi","5",72
"42115",NA,NA,"MK04 Satakunta","1",1
"42116",NA,NA,"MK05 Kanta-Häme","0",0
"42117",NA,NA,"MK06 Pirkanmaa","2",20
"42118",NA,NA,"MK07 Päijät-Häme","1",5
"42119",NA,NA,"MK08 Kymenlaakso","0",0
"42120",NA,NA,"MK09 Etelä-Karjala","0",0
"42121",NA,NA,"MK10 Etelä-Savo","0",0
"42122",NA,NA,"MK11 Pohjois-Savo","0",0
"42123",NA,NA,"MK12 Pohjois-Karjala","0",0
"42124",NA,NA,"MK13 Keski-Suomi","1",3
"42125",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42126",NA,NA,"MK15 Pohjanmaa","0",0
"42127",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42128",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42129",NA,NA,"MK18 Kainuu","0",0
"42130",NA,NA,"MK19 Lappi","1",5
"42131",NA,NA,"MA2 AHVENANMAA","0",0
"42132",NA,NA,"MK21 Ahvenanmaa","0",0
"42133",NA,"Muut palvelut","KOKO MAA","57",201
"42134",NA,NA,"MA1 MANNER-SUOMI","57",201
"42135",NA,NA,"MK01 Uusimaa","28",140
"42136",NA,NA,"MK02 Varsinais-Suomi","4",4
"42137",NA,NA,"MK04 Satakunta","1",1
"42138",NA,NA,"MK05 Kanta-Häme","0",0
"42139",NA,NA,"MK06 Pirkanmaa","6",34
"42140",NA,NA,"MK07 Päijät-Häme","1",1
"42141",NA,NA,"MK08 Kymenlaakso","3",3
"42142",NA,NA,"MK09 Etelä-Karjala","0",0
"42143",NA,NA,"MK10 Etelä-Savo","1",1
"42144",NA,NA,"MK11 Pohjois-Savo","3",7
"42145",NA,NA,"MK12 Pohjois-Karjala","0",0
"42146",NA,NA,"MK13 Keski-Suomi","3",3
"42147",NA,NA,"MK14 Etelä-Pohjanmaa","1",1
"42148",NA,NA,"MK15 Pohjanmaa","2",2
"42149",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42150",NA,NA,"MK17 Pohjois-Pohjanmaa","2",2
"42151",NA,NA,"MK18 Kainuu","1",1
"42152",NA,NA,"MK19 Lappi","1",1
"42153",NA,NA,"MA2 AHVENANMAA","0",0
"42154",NA,NA,"MK21 Ahvenanmaa","0",0
"42155",NA,"Tuntematon","KOKO MAA","2",2
"42156",NA,NA,"MA1 MANNER-SUOMI","2",2
"42157",NA,NA,"MK01 Uusimaa","0",0
"42158",NA,NA,"MK02 Varsinais-Suomi","1",1
"42159",NA,NA,"MK04 Satakunta","1",1
"42160",NA,NA,"MK05 Kanta-Häme","0",0
"42161",NA,NA,"MK06 Pirkanmaa","0",0
"42162",NA,NA,"MK07 Päijät-Häme","0",0
"42163",NA,NA,"MK08 Kymenlaakso","0",0
"42164",NA,NA,"MK09 Etelä-Karjala","0",0
"42165",NA,NA,"MK10 Etelä-Savo","0",0
"42166",NA,NA,"MK11 Pohjois-Savo","0",0
"42167",NA,NA,"MK12 Pohjois-Karjala","0",0
"42168",NA,NA,"MK13 Keski-Suomi","0",0
"42169",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42170",NA,NA,"MK15 Pohjanmaa","0",0
"42171",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42172",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42173",NA,NA,"MK18 Kainuu","0",0
"42174",NA,NA,"MK19 Lappi","0",0
"42175",NA,NA,"MA2 AHVENANMAA","0",0
"42176",NA,NA,"MK21 Ahvenanmaa","0",0
"42177","2020M10","Yhteensä","KOKO MAA","144",502
"42178",NA,NA,"MA1 MANNER-SUOMI","144",502
"42179",NA,NA,"MK01 Uusimaa","48",205
"42180",NA,NA,"MK02 Varsinais-Suomi","13",88
"42181",NA,NA,"MK04 Satakunta","7",11
"42182",NA,NA,"MK05 Kanta-Häme","4",15
"42183",NA,NA,"MK06 Pirkanmaa","13",28
"42184",NA,NA,"MK07 Päijät-Häme","7",15
"42185",NA,NA,"MK08 Kymenlaakso","4",5
"42186",NA,NA,"MK09 Etelä-Karjala","6",12
"42187",NA,NA,"MK10 Etelä-Savo","5",7
"42188",NA,NA,"MK11 Pohjois-Savo","4",4
"42189",NA,NA,"MK12 Pohjois-Karjala","3",3
"42190",NA,NA,"MK13 Keski-Suomi","7",33
"42191",NA,NA,"MK14 Etelä-Pohjanmaa","4",11
"42192",NA,NA,"MK15 Pohjanmaa","5",7
"42193",NA,NA,"MK16 Keski-Pohjanmaa","4",7
"42194",NA,NA,"MK17 Pohjois-Pohjanmaa","8",37
"42195",NA,NA,"MK18 Kainuu","1",13
"42196",NA,NA,"MK19 Lappi","1",1
"42197",NA,NA,"MA2 AHVENANMAA","0",0
"42198",NA,NA,"MK21 Ahvenanmaa","0",0
"42199",NA,"Maa-, metsä ja kalatalous","KOKO MAA","6",11
"42200",NA,NA,"MA1 MANNER-SUOMI","6",11
"42201",NA,NA,"MK01 Uusimaa","2",6
"42202",NA,NA,"MK02 Varsinais-Suomi","0",0
"42203",NA,NA,"MK04 Satakunta","0",0
"42204",NA,NA,"MK05 Kanta-Häme","0",0
"42205",NA,NA,"MK06 Pirkanmaa","0",0
"42206",NA,NA,"MK07 Päijät-Häme","1",1
"42207",NA,NA,"MK08 Kymenlaakso","0",0
"42208",NA,NA,"MK09 Etelä-Karjala","0",0
"42209",NA,NA,"MK10 Etelä-Savo","1",1
"42210",NA,NA,"MK11 Pohjois-Savo","0",0
"42211",NA,NA,"MK12 Pohjois-Karjala","0",0
"42212",NA,NA,"MK13 Keski-Suomi","0",0
"42213",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42214",NA,NA,"MK15 Pohjanmaa","2",3
"42215",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42216",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42217",NA,NA,"MK18 Kainuu","0",0
"42218",NA,NA,"MK19 Lappi","0",0
"42219",NA,NA,"MA2 AHVENANMAA","0",0
"42220",NA,NA,"MK21 Ahvenanmaa","0",0
"42221",NA,"Teollisuus, kaivostoiminta sekä energia- ja vesihuolto","KOKO MAA","10",45
"42222",NA,NA,"MA1 MANNER-SUOMI","10",45
"42223",NA,NA,"MK01 Uusimaa","1",1
"42224",NA,NA,"MK02 Varsinais-Suomi","2",27
"42225",NA,NA,"MK04 Satakunta","1",1
"42226",NA,NA,"MK05 Kanta-Häme","1",4
"42227",NA,NA,"MK06 Pirkanmaa","3",5
"42228",NA,NA,"MK07 Päijät-Häme","0",0
"42229",NA,NA,"MK08 Kymenlaakso","0",0
"42230",NA,NA,"MK09 Etelä-Karjala","1",6
"42231",NA,NA,"MK10 Etelä-Savo","0",0
"42232",NA,NA,"MK11 Pohjois-Savo","0",0
"42233",NA,NA,"MK12 Pohjois-Karjala","0",0
"42234",NA,NA,"MK13 Keski-Suomi","0",0
"42235",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42236",NA,NA,"MK15 Pohjanmaa","0",0
"42237",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42238",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42239",NA,NA,"MK18 Kainuu","0",0
"42240",NA,NA,"MK19 Lappi","1",1
"42241",NA,NA,"MA2 AHVENANMAA","0",0
"42242",NA,NA,"MK21 Ahvenanmaa","0",0
"42243",NA,"Rakennustoiminta","KOKO MAA","32",159
"42244",NA,NA,"MA1 MANNER-SUOMI","32",159
"42245",NA,NA,"MK01 Uusimaa","11",59
"42246",NA,NA,"MK02 Varsinais-Suomi","2",10
"42247",NA,NA,"MK04 Satakunta","1",1
"42248",NA,NA,"MK05 Kanta-Häme","2",10
"42249",NA,NA,"MK06 Pirkanmaa","3",4
"42250",NA,NA,"MK07 Päijät-Häme","1",2
"42251",NA,NA,"MK08 Kymenlaakso","1",1
"42252",NA,NA,"MK09 Etelä-Karjala","0",0
"42253",NA,NA,"MK10 Etelä-Savo","2",4
"42254",NA,NA,"MK11 Pohjois-Savo","0",0
"42255",NA,NA,"MK12 Pohjois-Karjala","0",0
"42256",NA,NA,"MK13 Keski-Suomi","3",14
"42257",NA,NA,"MK14 Etelä-Pohjanmaa","2",9
"42258",NA,NA,"MK15 Pohjanmaa","0",0
"42259",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42260",NA,NA,"MK17 Pohjois-Pohjanmaa","3",32
"42261",NA,NA,"MK18 Kainuu","1",13
"42262",NA,NA,"MK19 Lappi","0",0
"42263",NA,NA,"MA2 AHVENANMAA","0",0
"42264",NA,NA,"MK21 Ahvenanmaa","0",0
"42265",NA,"Kauppa","KOKO MAA","24",33
"42266",NA,NA,"MA1 MANNER-SUOMI","24",33
"42267",NA,NA,"MK01 Uusimaa","8",13
"42268",NA,NA,"MK02 Varsinais-Suomi","1",1
"42269",NA,NA,"MK04 Satakunta","2",4
"42270",NA,NA,"MK05 Kanta-Häme","0",0
"42271",NA,NA,"MK06 Pirkanmaa","2",2
"42272",NA,NA,"MK07 Päijät-Häme","2",2
"42273",NA,NA,"MK08 Kymenlaakso","1",1
"42274",NA,NA,"MK09 Etelä-Karjala","1",1
"42275",NA,NA,"MK10 Etelä-Savo","1",1
"42276",NA,NA,"MK11 Pohjois-Savo","1",1
"42277",NA,NA,"MK12 Pohjois-Karjala","0",0
"42278",NA,NA,"MK13 Keski-Suomi","2",4
"42279",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42280",NA,NA,"MK15 Pohjanmaa","1",1
"42281",NA,NA,"MK16 Keski-Pohjanmaa","2",2
"42282",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42283",NA,NA,"MK18 Kainuu","0",0
"42284",NA,NA,"MK19 Lappi","0",0
"42285",NA,NA,"MA2 AHVENANMAA","0",0
"42286",NA,NA,"MK21 Ahvenanmaa","0",0
"42287",NA,"Kuljetus ja varastointi","KOKO MAA","7",18
"42288",NA,NA,"MA1 MANNER-SUOMI","7",18
"42289",NA,NA,"MK01 Uusimaa","2",8
"42290",NA,NA,"MK02 Varsinais-Suomi","1",1
"42291",NA,NA,"MK04 Satakunta","0",0
"42292",NA,NA,"MK05 Kanta-Häme","1",1
"42293",NA,NA,"MK06 Pirkanmaa","1",6
"42294",NA,NA,"MK07 Päijät-Häme","0",0
"42295",NA,NA,"MK08 Kymenlaakso","0",0
"42296",NA,NA,"MK09 Etelä-Karjala","1",1
"42297",NA,NA,"MK10 Etelä-Savo","0",0
"42298",NA,NA,"MK11 Pohjois-Savo","0",0
"42299",NA,NA,"MK12 Pohjois-Karjala","0",0
"42300",NA,NA,"MK13 Keski-Suomi","0",0
"42301",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42302",NA,NA,"MK15 Pohjanmaa","0",0
"42303",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42304",NA,NA,"MK17 Pohjois-Pohjanmaa","1",1
"42305",NA,NA,"MK18 Kainuu","0",0
"42306",NA,NA,"MK19 Lappi","0",0
"42307",NA,NA,"MA2 AHVENANMAA","0",0
"42308",NA,NA,"MK21 Ahvenanmaa","0",0
"42309",NA,"Majoitus- ja ravitsemistoiminta","KOKO MAA","11",110
"42310",NA,NA,"MA1 MANNER-SUOMI","11",110
"42311",NA,NA,"MK01 Uusimaa","7",65
"42312",NA,NA,"MK02 Varsinais-Suomi","2",41
"42313",NA,NA,"MK04 Satakunta","0",0
"42314",NA,NA,"MK05 Kanta-Häme","0",0
"42315",NA,NA,"MK06 Pirkanmaa","1",2
"42316",NA,NA,"MK07 Päijät-Häme","0",0
"42317",NA,NA,"MK08 Kymenlaakso","0",0
"42318",NA,NA,"MK09 Etelä-Karjala","1",2
"42319",NA,NA,"MK10 Etelä-Savo","0",0
"42320",NA,NA,"MK11 Pohjois-Savo","0",0
"42321",NA,NA,"MK12 Pohjois-Karjala","0",0
"42322",NA,NA,"MK13 Keski-Suomi","0",0
"42323",NA,NA,"MK14 Etelä-Pohjanmaa","0",0
"42324",NA,NA,"MK15 Pohjanmaa","0",0
"42325",NA,NA,"MK16 Keski-Pohjanmaa","0",0
"42326",NA,NA,"MK17 Pohjois-Pohjanmaa","0",0
"42327",NA,NA,"MK18 Kainuu","0",0
"42328",NA,NA,"MK19 Lappi","0",0
"42329",NA,NA,"MA2 AHVENANMAA","0",0
"42330",NA,NA,"MK21 Ahvenanmaa","0",0
"42331",NA,"Muut palvelut","KOKO MAA","53",125
"42332",NA,NA,"MA1 MANNER-SUOMI","53",125
"42333",NA,NA,"MK01 Uusimaa","17",53
"42334",NA,NA,"MK02 Varsinais-Suomi","5",8
"42335",NA,NA,"MK04 Satakunta","3",5
"42336",NA,NA,"MK05 Kanta-Häme","0",0
"42337",NA,NA,"MK06 Pirkanmaa","3",9
"42338",NA,NA,"MK07 Päijät-Häme","3",10
"42339",NA,NA,"MK08 Kymenlaakso","2",3
"42340",NA,NA,"MK09 Etelä-Karjala","2",2
"42341",NA,NA,"MK10 Etelä-Savo","1",1
"42342",NA,NA,"MK11 Pohjois-Savo","3",3
"42343",NA,NA,"MK12 Pohjois-Karjala","2",2
"42344",NA,NA,"MK13 Keski-Suomi","2",15
"42345",NA,NA,"MK14 Etelä-Pohjanmaa","2",2
"42346",NA,NA,"MK15 Pohjanmaa","2",3
"42347",NA,NA,"MK16 Keski-Pohjanmaa","2",5
"42348",NA,NA,"MK17 Pohjois-Pohjanmaa","4",4
"42349",NA,NA,"MK18 Kainuu","0",0
"42350",NA,NA,"MK19 Lappi","0",0
"42351",NA,NA,"MA2 AHVENANMAA","0",0
"42352",NA,NA,"MK21 Ahvenanmaa","0",0
"42353",NA,"Tuntematon","KOKO MAA","1",1
